County,Zip,School,Type of Organization,Any Building with Lead-Free Plumbing?,Results ≤ 15 ppb,Results ≤ 15 ppb,Results ≤ 15 ppb,Results ≤ 15 ppb,County Location
Kings,11218,K230,Public School,No,71.0,0.0,71.0,0.0,"(40.645609, -73.980515)"
Kings,11218,K338,Public School,Yes,174.0,0.0,174.0,0.0,"(40.644861, -73.971010)"
Kings,11218,K908,Public School,No,48.0,0.0,48.0,0.0,"(40.643512, -73.979161)"
Kings,11219,K105,Public School,No,91.0,0.0,91.0,0.0,"(40.63332, -74.003635)"
Kings,11219,K131,Public School,No,74.0,0.0,74.0,0.0,"(40.640728, -73.993247)"
Kings,11219,K160,Public School,No,51.0,0.0,51.0,0.0,"(40.636932, -73.999045)"
Kings,11219,K164,Public School,No,57.0,0.0,57.0,0.0,"(40.637101, -73.985739)"
Kings,11219,K176,Public School,No,92.0,0.0,92.0,0.0,"(40.624835, -74.005205)"
Kings,11219,K310,Public School,No,106.0,0.0,106.0,0.0,"(40.632143, -74.007533)"
Kings,11219,K486,Public School,No,69.0,0.0,69.0,0.0,"(40.627929, -74.003883)"
Kings,11219,K521,Public School,No,119.0,0.0,119.0,0.0,"(40.636501, -73.999057)"
Kings,11219,K695,Public School,No,64.0,0.0,64.0,0.0,"(40.626562, -74.002487)"
Kings,11219,K781,Public School,No,27.0,0.0,27.0,0.0,"(40.642619, -73.992151)"
Kings,11220,K001,Public School,No,121.0,0.0,121.0,0.0,"(40.648959, -74.01142)"
Kings,11220,K069,Public School,No,135.0,0.0,135.0,0.0,"(40.632392, -74.009752)"
Kings,11220,K094,Public School,No,100.0,0.0,100.0,0.0,"(40.64373, -74.008795)"
Kings,11220,K220,Public School,No,60.0,0.0,60.0,0.0,"(40.640997, -74.001250)"
Kings,11220,K314,Public School,No,222.0,0.0,222.0,0.0,"(40.641950, -74.019299)"
Kings,11220,K485,Public School,No,94.0,0.0,94.0,0.0,"(40.636721, -74.023419)"
Kings,11220,K560,Public School,No,58.0,0.0,58.0,0.0,"(40.639394, -74.01445)"
Kings,11220,K664,Public School,No,46.0,0.0,46.0,0.0,"(40.645338, -74.022864)"
Kings,11220,K682,Public School,No,27.0,0.0,27.0,0.0,"(40.643018, -74.004306)"
Kings,11220,K971,Public School,No,86.0,0.0,86.0,0.0,"(40.639518, -74.020343)"
Kings,11221,K025,Public School,No,97.0,0.0,97.0,0.0,"(40.691472, -73.940749)"
Kings,11221,K026,Public School,No,203.0,0.0,203.0,0.0,"(40.6921, -73.9317)"
Kings,11221,K044,Public School,No,183.0,0.0,183.0,0.0,"(40.686213, -73.940859)"
Kings,11221,K057,Public School,No,97.0,0.0,97.0,0.0,"(40.691467, -73.932254)"
Kings,11221,K075,Public School,No,52.0,0.0,52.0,0.0,"(40.693261, -73.921336)"
Kings,11221,K081,Public School,No,183.0,0.0,183.0,0.0,"(40.692866, -73.935123)"
Kings,11221,K106,Public School,No,55.0,0.0,55.0,0.0,"(40.693318, -73.913378)"
Kings,11221,K111,Public School,No,106.0,0.0,106.0,0.0,"(40.700810, -73.927938)"
Kings,11221,K274,Public School,No,123.0,0.0,123.0,0.0,"(40.694179, -73.928180)"
Kings,11221,K291,Public School,No,156.0,0.0,156.0,0.0,"(40.695875, -73.915217)"
Kings,11221,K299,Public School,No,150.0,0.0,150.0,0.0,"(40.690755, -73.917899)"
Kings,11221,K308,Public School,No,143.0,0.0,143.0,0.0,"(40.688323, -73.935509)"
Kings,11221,K309,Public School,No,95.0,0.0,95.0,0.0,"(40.6881, -73.924422)"
Kings,11221,K324,Public School,No,93.0,0.0,93.0,0.0,"(40.68797, -73.932066)"
Kings,11221,K377,Public School,No,129.0,0.0,129.0,0.0,"(40.693542, -73.915159)"
Kings,11221,K865,Public School,No,37.0,0.0,37.0,0.0,"(40.695436, -73.927349)"
Kings,11221,K876,Public School,No,13.0,0.0,13.0,0.0,"(40.694179, -73.928180)"
Kings,11221,K913,Public School,No,58.0,0.0,58.0,0.0,"(40.694723, -73.929315)"
Kings,11221,K987,Public School,No,80.0,0.0,80.0,0.0,"(40.688399, -73.920603)"
Kings,11222,K031,Public School,No,90.0,0.0,90.0,0.0,"(40.72697, -73.954139)"
Kings,11222,K034,Public School,No,29.0,0.0,29.0,0.0,"(40.726378, -73.949756)"
Kings,11222,K126,Public School,No,119.0,0.0,119.0,0.0,"(40.719818, -73.947932)"
Kings,11222,K610,Public School,No,137.0,0.0,137.0,0.0,"(40.721448, -73.953328)"
Kings,11223,K095,Public School,No,88.0,0.0,88.0,0.0,"(40.595996, -73.974664)"
Kings,11223,K097,Public School,No,66.0,0.0,66.0,0.0,"(40.601191, -73.985570)"
Kings,11223,K215,Public School,No,64.0,0.0,64.0,0.0,"(40.602722, -73.970171)"
Kings,11223,K216,Public School,No,66.0,0.0,66.0,0.0,"(40.59, -73.969647)"
Kings,11223,K238,Public School,No,74.0,0.0,74.0,0.0,"(40.608801, -73.964586)"
Kings,11223,K540,Public School,No,173.0,0.0,173.0,0.0,"(40.588070, -73.981925)"
Kings,11223,K722,Public School,No,161.0,0.0,161.0,0.0,"(40.588070, -73.981925)"
Kings,11224,K090,Public School,No,128.0,0.0,128.0,0.0,"(40.578192, -73.980387)"
Kings,11224,K100,Public School,No,74.0,0.0,74.0,0.0,"(40.577591, -73.970830)"
Kings,11224,K188,Public School,No,80.0,0.0,80.0,0.0,"(40.576733, -74.000489)"
Kings,11224,K239,Public School,No,77.0,0.0,77.0,0.0,"(40.578640, -73.992447)"
Kings,11224,K288,Public School,No,116.0,0.0,116.0,0.0,"(40.574029, -73.992393)"
Kings,11224,K303,Public School,No,140.0,0.0,140.0,0.0,"(40.582518, -73.972009)"
Kings,11224,K329,Public School,No,173.0,0.0,173.0,0.0,"(40.574666, -73.995770)"
Kings,11224,K370,Public School,No,54.0,0.0,54.0,0.0,"(40.577709, -73.969872)"
Kings,11225,K061,Public School,No,115.0,0.0,115.0,0.0,"(40.663605, -73.949198)"
Kings,11225,K161,Public School,No,120.0,0.0,120.0,0.0,"(40.665757, -73.949243)"
Kings,11225,K241,Public School,No,56.0,0.0,56.0,0.0,"(40.668913, -73.960924)"
Kings,11225,K320,Public School,No,120.0,0.0,120.0,0.0,"(40.665199, -73.959484)"
Kings,11225,K440,Public School,No,190.0,0.0,190.0,0.0,"(40.669805, -73.960689)"
Kings,11225,K590,Public School,No,89.0,0.0,89.0,0.0,"(40.66679, -73.951823)"
Kings,11225,K600,Public School,No,168.0,0.0,168.0,0.0,"(40.669805, -73.960689)"
Kings,11225,K824,Public School,No,45.0,0.0,45.0,0.0,"(40.669561, -73.955188)"
Kings,11225,K840,Public School,No,8.0,0.0,8.0,0.0,"(40.668913, -73.960924)"
Kings,11226,K002,Public School,No,139.0,0.0,139.0,0.0,"(40.656423, -73.951575)"
Kings,11226,K006,Public School,No,132.0,0.0,132.0,0.0,"(40.648973, -73.956279)"
Kings,11226,K092,Public School,No,158.0,0.0,158.0,0.0,"(40.656276, -73.953810)"
Kings,11226,K139,Public School,No,160.0,0.0,160.0,0.0,"(40.64134, -73.965862)"
Kings,11226,K246,Public School,No,137.0,0.0,137.0,0.0,"(40.648352, -73.953480)"
Kings,11226,K249,Public School,No,151.0,0.0,151.0,0.0,"(40.649509, -73.966456)"
Kings,11226,K399,Public School,No,56.0,0.0,56.0,0.0,"(40.648277, -73.951664)"
Kings,11226,K465,Public School,No,208.0,0.0,208.0,0.0,"(40.649602, -73.957173)"
Kings,11226,K735,Public School,No,51.0,0.0,51.0,0.0,"(40.644927, -73.962743)"
Kings,11226,K864,Public School,No,54.0,0.0,54.0,0.0,"(40.640551, -73.947025)"
Kings,11226,K869,Public School,No,31.0,0.0,31.0,0.0,"(40.640551, -73.947025)"
Kings,11226,K877,Public School,No,16.0,0.0,16.0,0.0,"(40.648949, -73.956928)"
Kings,11226,K884,Public School,No,57.0,0.0,57.0,0.0,"(40.648790, -73.957501)"
Kings,11228,K112,Public School,No,61.0,0.0,61.0,0.0,"(40.619417, -74.000565)"
Kings,11228,K127,Public School,No,72.0,0.0,72.0,0.0,"(40.623687, -74.018429)"
Kings,11228,K201,Public School,No,95.0,0.0,95.0,0.0,"(40.619043, -74.013749)"
Kings,11228,K204,Public School,No,126.0,0.0,126.0,0.0,"(40.613535, -74.006137)"
Kings,11228,K229,Public School,No,132.0,0.0,132.0,0.0,"(40.610331, -74.013585)"
Kings,11228,K259,Public School,No,116.0,0.0,116.0,0.0,"(40.626089, -74.014633)"
Kings,11228,K747,Public School,No,60.0,0.0,60.0,0.0,"(40.609976, -74.008608)"
Kings,11228,K780,Public School,No,48.0,0.0,48.0,0.0,"(40.626158, -74.015894)"
Kings,11229,K153,Public School,No,65.0,0.0,65.0,0.0,"(40.601179, -73.960027)"
Kings,11229,K194,Public School,No,146.0,0.0,146.0,0.0,"(40.598069, -73.934163)"
Kings,11229,K206,Public School,No,84.0,0.0,84.0,0.0,"(40.596876, -73.948453)"
Kings,11229,K234,Public School,No,121.0,0.0,121.0,0.0,"(40.604447, -73.955217)"
Kings,11229,K255,Public School,No,148.0,0.0,148.0,0.0,"(40.604461, -73.955891)"
Kings,11229,K277,Public School,No,73.0,0.0,73.0,0.0,"(40.595798, -73.92785)"
Kings,11229,K278,Public School,No,78.0,0.0,78.0,0.0,"(40.606745, -73.938721)"
Kings,11229,K425,Public School,No,149.0,0.0,149.0,0.0,"(40.610499, -73.947661)"
Kings,11229,K426,Public School,No,15.0,0.0,15.0,0.0,"(40.610499, -73.947661)"
Kings,11230,K099,Public School,No,61.0,0.0,61.0,0.0,"(40.621474, -73.966031)"
Kings,11230,K199,Public School,No,76.0,0.0,76.0,0.0,"(40.616310, -73.963026)"
Kings,11230,K217,Public School,No,135.0,0.0,135.0,0.0,"(40.633482, -73.966442)"
Kings,11230,K525,Public School,No,218.0,0.0,218.0,0.0,"(40.619671, -73.959141)"
Kings,11230,K776,Public School,No,24.0,0.0,24.0,0.0,"(40.636106, -73.957794)"
Kings,11231,K015,Public School,No,129.0,0.0,129.0,0.0,"(40.677085, -74.011864)"
Kings,11231,K027,Public School,No,122.0,0.0,122.0,0.0,"(40.677914, -74.005151)"
Kings,11231,K032,Public School,No,133.0,0.0,133.0,0.0,"(40.680159, -73.991141)"
Kings,11231,K058,Public School,No,134.0,0.0,134.0,0.0,"(40.680379, -73.995486)"
Kings,11231,K142,Public School,No,146.0,0.0,146.0,0.0,"(40.679462, -74.002022)"
Kings,11232,K024,Public School,No,143.0,0.0,143.0,0.0,"(40.652832, -74.004533)"
Kings,11232,K136,Public School,No,121.0,0.0,121.0,0.0,"(40.652127, -74.007596)"
Kings,11232,K169,Public School,No,121.0,0.0,121.0,0.0,"(40.645825, -74.001700)"
Kings,11232,K172,Public School,No,60.0,0.0,60.0,0.0,"(40.657682, -74.000191)"
Kings,11232,K231,Public School,No,35.0,0.0,35.0,0.0,"(40.654306, -74.005168)"
Kings,11232,K333,Public School,No,115.0,0.0,115.0,0.0,"(40.650793, -74.008106)"
Kings,11232,K371,Public School,No,72.0,0.0,72.0,0.0,"(40.654306, -74.005168)"
Kings,11232,K564,Public School,No,177.0,0.0,177.0,0.0,"(40.655583, -74.004342)"
Kings,11233,K005,Public School,No,143.0,0.0,143.0,0.0,"(40.685241, -73.92197)"
Kings,11233,K012,Public School,No,160.0,0.0,160.0,0.0,"(40.673124, -73.920095)"
Kings,11233,K021,Public School,No,143.0,0.0,143.0,0.0,"(40.68035, -73.926673)"
Kings,11233,K028,Public School,No,57.0,0.0,57.0,0.0,"(40.678238, -73.919847)"
Kings,11233,K035,Public School,No,82.0,0.0,82.0,0.0,"(40.681528, -73.935891)"
Kings,11233,K040,Public School,No,143.0,0.0,143.0,0.0,"(40.680239, -73.921099)"
Kings,11233,K055,Public School,No,107.0,0.0,107.0,0.0,"(40.674456, -73.912685)"
Kings,11233,K073,Public School,No,50.0,0.0,50.0,0.0,"(40.680679, -73.910719)"
Kings,11233,K137,Public School,No,69.0,0.0,69.0,0.0,"(40.682248, -73.916641)"
Kings,11233,K155,Public School,No,69.0,0.0,69.0,0.0,"(40.677634, -73.908682)"
Kings,11233,K178,Public School,No,79.0,0.0,79.0,0.0,"(40.675380, -73.915337)"
Kings,11233,K191,Public School,No,95.0,0.0,95.0,0.0,"(40.671730, -73.924127)"
Kings,11233,K262,Public School,No,121.0,0.0,121.0,0.0,"(40.682949, -73.930132)"
Kings,11233,K271,Public School,No,144.0,0.0,144.0,0.0,"(40.678124, -73.915106)"
Kings,11234,K078,Public School,No,146.0,0.0,146.0,0.0,"(40.620537, -73.912914)"
Kings,11234,K203,Public School,No,84.0,0.0,84.0,0.0,"(40.622108, -73.925732)"
Kings,11234,K207,Public School,No,60.0,0.0,60.0,0.0,"(40.613981, -73.930485)"
Kings,11234,K222,Public School,No,70.0,0.0,70.0,0.0,"(40.614005, -73.939205)"
Kings,11234,K251,Public School,No,150.0,0.0,150.0,0.0,"(40.63195, -73.923894)"
Kings,11234,K312,Public School,No,120.0,0.0,120.0,0.0,"(40.622442, -73.909554)"
Kings,11235,K014,Public School,No,116.0,0.0,116.0,0.0,"(40.593232, -73.938107)"
Kings,11235,K043,Public School,No,98.0,0.0,98.0,0.0,"(40.583893, -73.954047)"
Kings,11235,K052,Public School,No,156.0,0.0,156.0,0.0,"(40.588372, -73.940135)"
Kings,11235,K195,Public School,No,75.0,0.0,75.0,0.0,"(40.580161, -73.943498)"
Kings,11235,K253,Public School,No,97.0,0.0,97.0,0.0,"(40.580237, -73.961962)"
Kings,11235,K254,Public School,No,128.0,0.0,128.0,0.0,"(40.591103, -73.951550)"
Kings,11235,K286,Public School,No,102.0,0.0,102.0,0.0,"(40.591132, -73.938610)"
Kings,11235,K410,Public School,No,144.0,0.0,144.0,0.0,"(40.582627, -73.968733)"
Kings,11235,K411,Public School,No,20.0,0.0,20.0,0.0,"(40.582627, -73.968733)"
Kings,11235,K495,Public School,No,162.0,0.0,162.0,0.0,"(40.593157, -73.936635)"
Kings,11235,K535,Public School,No,96.0,0.0,96.0,0.0,"(40.578356, -73.934449)"
Kings,11235,K620,Public School,No,238.0,0.0,238.0,0.0,"(40.583263, -73.963764)"
Kings,11236,K066,Public School,No,155.0,0.0,155.0,0.0,"(40.648749, -73.907064)"
Kings,11236,K068,Public School,No,117.0,0.0,117.0,0.0,"(40.635388, -73.911215)"
Kings,11236,K114,Public School,No,151.0,0.0,151.0,0.0,"(40.642684, -73.90788)"
Kings,11236,K115,Public School,No,135.0,0.0,135.0,0.0,"(40.634861, -73.897896)"
Kings,11236,K211,Public School,No,111.0,0.0,111.0,0.0,"(40.642931, -73.895224)"
Kings,11236,K233,Public School,No,133.0,0.0,133.0,0.0,"(40.651642, -73.914282)"
Kings,11236,K242,Public School,No,85.0,0.0,85.0,0.0,"(40.645965, -73.898607)"
Kings,11236,K272,Public School,No,124.0,0.0,124.0,0.0,"(40.635542, -73.886373)"
Kings,11236,K276,Public School,No,126.0,0.0,126.0,0.0,"(40.634005, -73.908436)"
Kings,11236,K279,Public School,No,189.0,0.0,189.0,0.0,"(40.644134, -73.892797)"
Kings,11236,K366,Public School,No,93.0,0.0,93.0,0.0,"(40.647396, -73.891743)"
Kings,11236,K500,Public School,No,197.0,0.0,197.0,0.0,"(40.640543, -73.898601)"
Kings,11236,K515,Public School,No,228.0,0.0,228.0,0.0,"(40.634451, -73.916927)"
Kings,11236,K516,Public School,No,12.0,0.0,12.0,0.0,"(40.634451, -73.916927)"
Kings,11237,K086,Public School,No,17.0,0.0,17.0,0.0,"(40.700595, -73.917804)"
Kings,11237,K116,Public School,No,59.0,0.0,59.0,0.0,"(40.698077, -73.916563)"
Kings,11237,K123,Public School,No,93.0,0.0,93.0,0.0,"(40.704076, -73.922388)"
Kings,11237,K162,Public School,No,52.0,0.0,52.0,0.0,"(40.706816, -73.919643)"
Kings,11237,K376,Public School,No,126.0,0.0,126.0,0.0,"(40.69805, -73.920187)"
Kings,11237,K383,Public School,No,148.0,0.0,148.0,0.0,"(40.697898, -73.919088)"
Kings,11237,K480,Public School,No,173.0,0.0,173.0,0.0,"(40.696457, -73.911751)"
Kings,11237,K554,Public School,No,48.0,0.0,48.0,0.0,"(40.697378, -73.913172)"
Kings,11238,K009,Public School,No,182.0,0.0,182.0,0.0,"(40.678554, -73.966333)"
Kings,11238,K011,Public School,No,135.0,0.0,135.0,0.0,"(40.685896, -73.96589)"
Kings,11238,K022,Public School,No,169.0,0.0,169.0,0.0,"(40.6771, -73.960093)"
Kings,11238,K056,Public School,No,145.0,0.0,145.0,0.0,"(40.684286, -73.960536)"
Kings,11238,K085,Public School,No,69.0,0.0,69.0,0.0,"(40.682576, -73.969248)"
Kings,11238,K316,Public School,No,130.0,0.0,130.0,0.0,"(40.674685, -73.961418)"
Kings,11238,K813,Public School,No,9.0,0.0,9.0,0.0,"(40.676314, -73.965848)"
Kings,11238,K909,Public School,No,75.0,0.0,75.0,0.0,"(40.678591, -73.961636)"
Kings,11239,K346,Public School,No,131.0,0.0,131.0,0.0,"(40.646640, -73.881997)"
Kings,11239,K364,Public School,No,27.0,0.0,27.0,0.0,"(40.646211, -73.881115)"
Kings,11239,K872,Public School,No,22.0,0.0,22.0,0.0,"(40.646275, -73.878956)"
Lewis,13305,BEAVER RIVER MIDDLE SCHOOL,Public School,No,13.0,4.0,13.0,4.0,"(43.785537, -75.446296)"
Lewis,13305,BEAVER RIVER SHS,Public School,No,36.0,4.0,36.0,4.0,"(43.785537, -75.446296)"
Lewis,13367,LOWVILLE ELEMENTARY SCHOOL,Public School,No,51.0,0.0,51.0,0.0,"(43.785537, -75.446296)"
Lewis,13367,LOWVILLE HIGH SCHOOL,Public School,No,75.0,0.0,75.0,0.0,"(43.785537, -75.446296)"
Lewis,13367,LOWVILLE MIDDLE SCHOOL,Public School,No,35.0,0.0,35.0,0.0,"(43.785537, -75.446296)"
Lewis,13473,SOUTH LEWIS H S,Public School,No,48.0,2.0,48.0,2.0,"(43.785537, -75.446296)"
Lewis,13626,COPENHAGEN CENTRAS SCHOOL,Public School,No,59.0,0.0,59.0,0.0,"(43.785537, -75.446296)"
Lewis,13648,HARRISVILLE ELEM SCHOOL,Public School,No,37.0,0.0,37.0,0.0,"(43.785537, -75.446296)"
Lewis,13648,HARRISVILLE J S H S,Public School,No,25.0,1.0,25.0,1.0,"(43.785537, -75.446296)"
Livingston,14020,(LEAD ONLY) GENESEE VALLEY BOCES BATIVIA,BOCES School,No,31.0,2.0,31.0,2.0,"(42.763754, -77.765392)"
Livingston,14020,GENESEE VALLEY BOCES SPECIAL EDUCATION,BOCES School,No,31.0,2.0,31.0,2.0,"(42.763754, -77.765392)"
Livingston,14414,AVON PRIMARY SCHOOL,Public School,No,50.0,1.0,50.0,1.0,"(42.763754, -77.765392)"
Livingston,14423,CALEDONIA MUMFORD ELEM SCHOOL,Public School,No,39.0,4.0,39.0,4.0,"(42.763754, -77.765392)"
Livingston,14423,CALEDONIA MUMFORD HIGH SCHOOL,Public School,No,19.0,3.0,19.0,3.0,"(42.763754, -77.765392)"
Livingston,14423,CALEDONIA MUMFORD MIDDLE SCHOOL,Public School,No,27.0,2.0,27.0,2.0,"(42.763754, -77.765392)"
Livingston,14437,DANSVILLE PRIMARY SCHOOL,Public School,No,57.0,3.0,57.0,3.0,"(42.763754, -77.765392)"
Livingston,14437,DANSVILLE SENIOR HS,Public School,No,55.0,1.0,55.0,1.0,"(42.763754, -77.765392)"
Livingston,14437,ELLIS B HYDE ELEM SCHOOL,Public School,No,64.0,1.0,64.0,1.0,"(42.763754, -77.765392)"
Livingston,14487,LIVONIA ELEMENTARY SCHOOL,Public School,No,61.0,2.0,61.0,2.0,"(42.763754, -77.765392)"
Livingston,14487,LIVONIA MIDDLE SCHOOL,Public School,No,13.0,1.0,13.0,1.0,"(42.763754, -77.765392)"
Livingston,14487,LIVONIA SENIOR HIGH SCHOOL,Public School,No,29.0,1.0,29.0,1.0,"(42.763754, -77.765392)"
Livingston,14517,KESHEQUA J S H S,Public School,No,21.0,0.0,21.0,0.0,"(42.763754, -77.765392)"
Livingston,14539,YORK CENTRAL ELEM SCHOOL,Public School,No,45.0,5.0,45.0,5.0,"(42.763754, -77.765392)"
Livingston,14539,YORK J S H S,Public School,No,29.0,11.0,29.0,11.0,"(42.763754, -77.765392)"
Livingston,14836,KESHEQUA ELEM SCHOOL,Public School,No,63.0,4.0,63.0,4.0,"(42.763754, -77.765392)"
Madison,13030,BRIDGEPORT ELEM SCHOOL,Public School,No,81.0,5.0,81.0,5.0,"(42.986917, -75.720031)"
Madison,13032,CANASTOTA  JR SR HIGH SCHOOL,Public School,No,44.0,2.0,44.0,2.0,"(42.986917, -75.720031)"
Madison,13032,PETERBORO STREET ELEM SCHOOL,Public School,No,39.0,1.0,39.0,1.0,"(42.986917, -75.720031)"
Madison,13035,BURTON STREET ELEM SCHOOL,Public School,No,90.0,2.0,90.0,2.0,"(42.986917, -75.720031)"
Madison,13035,CAZENOVIA J S H S,Public School,No,61.0,0.0,61.0,0.0,"(42.986917, -75.720031)"
Madison,13035,CAZENOVIA MIDDLE SCHOOL,Public School,No,68.0,0.0,68.0,0.0,"(42.986917, -75.720031)"
Madison,13037,(LEAD ONLY) LAKE STREET ELEMENTARY SCHOOL,Public School,No,72.0,10.0,72.0,10.0,"(42.986917, -75.720031)"
Madison,13037,BOLIVAR ROAD ELEM SCHOOL,Public School,No,131.0,1.0,131.0,1.0,"(42.986917, -75.720031)"
Madison,13037,CHITTENANGO MIDDLE,Public School,No,123.0,10.0,123.0,10.0,"(42.986917, -75.720031)"
Madison,13052,DERUYTER ELEM SCHOOL,Public School,No,43.0,10.0,43.0,10.0,"(42.986917, -75.720031)"
Madison,13052,DERUYTER H S,Public School,No,38.0,21.0,38.0,21.0,"(42.986917, -75.720031)"
Madison,13054,DURHAMVILLE SCHOOL,Public School,No,45.0,2.0,45.0,2.0,"(42.986917, -75.720031)"
Madison,13163,OTTO L SHORTELL MIDDLE SCHOOL,Public School,No,54.0,5.0,54.0,5.0,"(42.986917, -75.720031)"
Madison,13314,BROOKFIELD CENTRAL SCHOOL,Public School,No,48.0,1.0,48.0,1.0,"(42.986917, -75.720031)"
Madison,13346,HAMILTON ES,Public School,No,58.0,15.0,58.0,15.0,"(42.986917, -75.720031)"
Madison,13346,HAMILTON JSHS,Public School,No,35.0,14.0,35.0,14.0,"(42.986917, -75.720031)"
Madison,13402,MADISON CENTRAL SCHOOL,Public School,Yes (Partial Building),46.0,1.0,46.0,1.0,"(42.986917, -75.720031)"
Madison,13408,EDWARD R ANDREWS ELEMENTARY SCHOOL,Public School,No,84.0,1.0,84.0,1.0,"(42.986917, -75.720031)"
Madison,13408,MORRISVILLE J S H S,Public School,No,59.0,0.0,59.0,0.0,"(42.986917, -75.720031)"
Madison,13421,NORTH BROAD STREET SCHOOL,Public School,No,32.0,1.0,32.0,1.0,"(42.986917, -75.720031)"
Madison,13421,ONEIDA SHS,Public School,No,86.0,6.0,86.0,6.0,"(42.986917, -75.720031)"
Madison,13421,SENECA STREET ELEMENTARY SCHOOL,Public School,No,27.0,4.0,27.0,4.0,"(42.986917, -75.720031)"
Madison,13421,W F PRIOR ELEMENTARY SCHOOL,Public School,No,58.0,1.0,58.0,1.0,"(42.986917, -75.720031)"
Monroe,14420,BARCLAY ELEM SCHOOL,Public School,No,54.0,3.0,54.0,3.0,"(43.161748, -77.620143)"
Monroe,14420,BROCKPORT H S,Public School,No,85.0,7.0,85.0,7.0,"(43.161748, -77.620143)"
Monroe,14420,GINTHER ELEM SCHOOL,Public School,No,57.0,1.0,57.0,1.0,"(43.161748, -77.620143)"
Monroe,14420,HILL SCHOOL,Public School,No,75.0,1.0,75.0,1.0,"(43.161748, -77.620143)"
Monroe,14420,OLIVER MIDDLE SCHOOL,Public School,No,44.0,3.0,44.0,3.0,"(43.161748, -77.620143)"
Monroe,14428,CHURCHVILLE CHILI S H S,Public School,No,34.0,0.0,34.0,0.0,"(43.161748, -77.620143)"
Monroe,14428,CHURCHVILLE ELEM SCHOOL,Public School,No,32.0,0.0,32.0,0.0,"(43.161748, -77.620143)"
Monroe,14428,CHURCHVILLE-CHILI 9TH GRADE ACADEMY,Public School,No,19.0,0.0,19.0,0.0,"(43.161748, -77.620143)"
Monroe,14428,CHURCHVILLE-CHILI MIDDLE SCHOOL,Public School,No,28.0,0.0,28.0,0.0,"(43.161748, -77.620143)"
Monroe,14428,FAIRBANKS ROAD ELEM SCHOOL,Public School,No,82.0,0.0,82.0,0.0,"(43.161748, -77.620143)"
Monroe,14445,EAST ROCHESTER ELEMENTARY SCHOOL,Public School,No,120.0,3.0,120.0,3.0,"(43.161748, -77.620143)"
Monroe,14445,EAST ROCHESTER HIGH SCHOOL,Public School,No,109.0,17.0,109.0,17.0,"(43.161748, -77.620143)"
Monroe,14445,MONROE #1 BOCES/BIRD/MORGAN  SCHOOL,BOCES School,No,45.0,3.0,45.0,3.0,"(43.161748, -77.620143)"
Monroe,14450,MONROE #1 BOCES/ALTERNATIVE LEARNING ACADEMY/START PROGRAM,BOCES School,No,17.0,1.0,17.0,1.0,"(43.161748, -77.620143)"
Monroe,14450,MONROE BOCES-FORMAN FAIRPORT,BOCES School,No,86.0,3.0,86.0,3.0,"(43.161748, -77.620143)"
Monroe,14467,CHARLES H ROTH JUNIOR HIGH SCHOOL,Public School,No,80.0,67.0,80.0,67.0,"(43.161748, -77.620143)"
Monroe,14467,EMMA E SHERMAN SCHOOL,Public School,No,77.0,43.0,77.0,43.0,"(43.161748, -77.620143)"
Monroe,14467,FLOYD S WINSLOW ELEM SCHOOL,Public School,No,67.0,54.0,67.0,54.0,"(43.161748, -77.620143)"
Monroe,14467,NINTH GRADE ACADEMY (New Name:  CARLTON O. WEBSTER BUILDING),Public School,No,21.0,52.0,21.0,52.0,"(43.161748, -77.620143)"
Monroe,14467,RUSH HENRIETTA SENIOR HIGH SCHOOL,Public School,No,178.0,143.0,178.0,143.0,"(43.161748, -77.620143)"
Monroe,14468,HILTON H S,Public School,No,160.0,6.0,160.0,6.0,"(43.161748, -77.620143)"
Monroe,14468,NORTHWOOD ELEM SCHOOL,Public School,No,192.0,1.0,192.0,1.0,"(43.161748, -77.620143)"
Monroe,14468,QUEST SCHOOL,Public School,No,131.0,2.0,131.0,2.0,"(43.161748, -77.620143)"
Monroe,14468,VILLAGE ELEMENTARY SCHOOL,Public School,No,230.0,4.0,230.0,4.0,"(43.161748, -77.620143)"
Monroe,14472,HONEOYE FALLS-LIMA S H S,Public School,No,41.0,4.0,41.0,4.0,"(43.161748, -77.620143)"
Monroe,14472,MANOR ELEM SCHOOL,Public School,No,51.0,8.0,51.0,8.0,"(43.161748, -77.620143)"
Monroe,14485,LIMA ELEM SCHOOL,Public School,No,25.0,1.0,25.0,1.0,"(43.161748, -77.620143)"
Monroe,14526,BAY TRAIL MIDDLE SCHOOL,Public School,No,47.0,13.0,47.0,13.0,"(43.161748, -77.620143)"
Monroe,14526,COBBLES ELEM SCHOOL,Public School,No,83.0,5.0,83.0,5.0,"(43.161748, -77.620143)"
Monroe,14526,PENFIELD S H S,Public School,No,60.0,3.0,60.0,3.0,"(43.161748, -77.620143)"
